车牌号：鲁CF2927;发动机号：71041633;VIN码：GX030049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,发生时间,存储时间,转速(转/分),GPS车速(公里/时),GPS方向,GPS海拔,GPS经度,GPS纬度,GPS里程(公里),PTO开关,车辆加速限值状态,怠速油耗,发动机控制设备源地址,发动机扭矩模式,发动机油温,发动机制动控制设备,风扇驱动状态,负载百分比,环境温度,环境压力,机油压力,进气歧管温度,进气歧管压力,空调开关,空调压力风扇开关,冷却剂温度,离合器状态,里程(km),脉冲车速(km/h),扭矩,平均油耗,请求风扇转速,刹车状态 ,实际制动器扭矩百分比,瞬时油耗,巡航控制状态,巡航使用油耗,油耗,油门位置,制动器扭矩模式,驻车制动,总油耗
5078,2017/3/9 11:01,2017/3/9 11:01,600,0,南偏西30度,15,120.314373,37.66318,112578.9,,限制未激活,109.5L,0, 低怠速控制模式/无请求,69.0（℃）,15,风扇关闭,10（%）,10.44(℃),101.0（kPa）,188.5（kPa）,30.0（℃）,0( kPa),0,压力正常,70.0（℃）,0,112578.9,0,5（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5079,2017/3/9 11:01,2017/3/9 11:01,600,0,南偏西30度,15,120.314373,37.66318,112578.9,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.9（℃）,15,风扇关闭,10（%）,10.45(℃),101.0（kPa）,188.6（kPa）,30.0（℃）,0( kPa),0,压力正常,70.0（℃）,1,112578.9,0,7（%）,6.0( km/L),0.00(%),0,0(%),2（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5080,2017/3/9 11:01,2017/3/9 11:01,580,4,南偏西37度,15.7,120.3143997,37.663216,112578.9,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.9（℃）,15,风扇关闭,9（%）,10.45(℃),101.0（kPa）,188.7（kPa）,30.0（℃）,0( kPa),0,压力正常,70.0（℃）,1,112578.9,0,5（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5081,2017/3/9 11:01,2017/3/9 11:01,600,8,南偏西37度,16.3,120.3144263,37.663252,112578.9,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.9（℃）,15,风扇关闭,9（%）,10.45(℃),101.0（kPa）,188.9（kPa）,30.0（℃）,0( kPa),0,压力正常,70.0（℃）,1,112578.9,0,5（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0,驻车制动释放,17102.0L
5082,2017/3/9 11:01,2017/3/9 11:01,600,12,南偏西37度,17,120.314453,37.663288,112578.9,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.8（℃）,15,风扇关闭,7（%）,10.46(℃),101.0（kPa）,189.0（kPa）,30.0（℃）,2( kPa),0,压力正常,70.0（℃）,1,112578.9,4,5（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0,驻车制动释放,17102.0L
5083,2017/3/9 11:01,2017/3/9 11:01,820,8,正北,19.7,120.3145773,37.663253,112578.9,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.8（℃）,15,风扇关闭,17（%）,10.46(℃),101.0（kPa）,189.2（kPa）,30.0（℃）,6( kPa),0,压力正常,70.0（℃）,1,112578.9,11,3（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,0.0( km/L),24.80(%),0,驻车制动释放,17102.0L
5084,2017/3/9 11:01,2017/3/9 11:01,1000,4,正北,22.3,120.3147017,37.663218,112578.9,,限制未激活,109.5L,0,油门踏板/驾驶请求,68.8（℃）,15,风扇关闭,18（%）,10.47(℃),101.0（kPa）,189.3（kPa）,30.0（℃）,6( kPa),0,压力正常,70.0（℃）,1,112578.9,12,17（%）,6.0( km/L),0.00(%),0,0(%),7（L/h）,关闭/未激活,0.0L,0.0( km/L),26.80(%),0,驻车制动释放,17102.0L
5085,2017/3/9 11:01,2017/3/9 11:01,1100,0,正北,25,120.314826,37.663183,112578.9,,限制未激活,109.5L,0,油门踏板/驾驶请求,68.7（℃）,15,风扇关闭,19（%）,10.47(℃),101.0（kPa）,189.4（kPa）,30.0（℃）,10( kPa),0,压力正常,70.0（℃）,1,112578.9,13,17（%）,6.0( km/L),0.00(%),0,0(%),6（L/h）,关闭/未激活,0.0L,0.0( km/L),29.60(%),0,驻车制动释放,17102.0L
5086,2017/3/9 11:01,2017/3/9 11:01,1080,0,正北,25,120.314826,37.663183,112578.9,,限制未激活,109.5L,0,油门踏板/驾驶请求,68.7（℃）,15,风扇关闭,34（%）,10.47(℃),101.0（kPa）,189.6（kPa）,30.0（℃）,10( kPa),0,压力正常,70.0（℃）,1,112578.9,13,30（%）,6.0( km/L),0.00(%),0,0(%),8（L/h）,关闭/未激活,0.0L,0.0( km/L),36.80(%),0,驻车制动释放,17102.0L
5087,2017/3/9 11:01,2017/3/9 11:01,680,0,正北,25,120.314826,37.663183,112578.9,,限制未激活,109.5L,0,油门踏板/驾驶请求,68.7（℃）,15,风扇关闭,50（%）,10.48(℃),101.0（kPa）,189.7（kPa）,30.0（℃）,6( kPa),0,压力正常,70.0（℃）,1,112578.9,8,0（%）,6.0( km/L),0.00(%),0,0(%),17（L/h）,关闭/未激活,0.0L,0.0( km/L),32.00(%),0,驻车制动释放,17102.0L
5088,2017/3/9 11:01,2017/3/9 11:01,1180,0,正北,25,120.314826,37.663183,112578.9,,限制未激活,109.5L,0,油门踏板/驾驶请求,68.6（℃）,15,风扇关闭,32（%）,10.48(℃),101.0（kPa）,189.8（kPa）,30.0（℃）,4( kPa),0,压力正常,70.0（℃）,1,112578.8,8,36（%）,6.0( km/L),0.00(%),0,0(%),13（L/h）,关闭/未激活,0.0L,0.0( km/L),36.80(%),0,驻车制动释放,17102.0L
5089,2017/3/9 11:01,2017/3/9 11:01,840,0,正北,25,120.314826,37.663183,112578.9,,限制未激活,109.5L,0,油门踏板/驾驶请求,68.6（℃）,15,风扇关闭,26（%）,10.49(℃),101.0（kPa）,190.0（kPa）,30.0（℃）,0( kPa),0,压力正常,70.0（℃）,1,112578.8,0,29（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),28.80(%),0,驻车制动释放,17102.0L
5090,2017/3/9 11:01,2017/3/9 11:01,600,0,正北,25,120.314826,37.663183,112578.9,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.6（℃）,15,风扇关闭,9（%）,10.49(℃),101.0（kPa）,190.1（kPa）,30.0（℃）,0( kPa),0,压力正常,70.0（℃）,1,112578.8,0,5（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0,驻车制动释放,17102.0L
5091,2017/3/9 11:01,2017/3/9 11:01,580,0,正北,25,120.314826,37.663183,112578.9,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.5（℃）,15,风扇关闭,10（%）,10.5(℃),101.0（kPa）,190.2（kPa）,30.0（℃）,0( kPa),0,压力正常,70.0（℃）,1,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5092,2017/3/9 11:01,2017/3/9 11:01,600,0,正北,25,120.314826,37.663183,112578.87,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.5（℃）,15,风扇关闭,10（%）,10.5(℃),101.0（kPa）,190.4（kPa）,30.0（℃）,0( kPa),0,压力正常,70.0（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5093,2017/3/9 11:01,2017/3/9 11:01,580,0,正北,25,120.314826,37.663183,112578.83,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.5（℃）,15,风扇关闭,10（%）,10.5(℃),101.0（kPa）,190.5（kPa）,30.0（℃）,0( kPa),0,压力正常,70.0（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5094,2017/3/9 11:01,2017/3/9 11:01,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.4（℃）,15,风扇关闭,10（%）,10.51(℃),101.0（kPa）,190.6（kPa）,30.0（℃）,0( kPa),0,压力正常,70.0（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5095,2017/3/9 11:00,2017/3/9 11:01,600,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.4（℃）,15,风扇关闭,10（%）,10.51(℃),101.0（kPa）,190.8（kPa）,30.0（℃）,0( kPa),0,压力正常,70.0（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5096,2017/3/9 11:00,2017/3/9 11:01,600,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.4（℃）,15,风扇关闭,10（%）,10.52(℃),101.0（kPa）,190.9（kPa）,30.0（℃）,0( kPa),0,压力正常,70.0（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5097,2017/3/9 11:00,2017/3/9 11:01,600,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.3（℃）,15,风扇关闭,7（%）,10.52(℃),101.0（kPa）,191.1（kPa）,30.0（℃）,0( kPa),0,压力正常,70.0（℃）,1,112578.8,0,3（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0,驻车制动释放,17102.0L
5098,2017/3/9 11:00,2017/3/9 11:00,660,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.3（℃）,15,风扇关闭,14（%）,10.53(℃),101.0（kPa）,191.2（kPa）,30.0（℃）,0( kPa),0,压力正常,70.0（℃）,1,112578.8,0,7（%）,6.0( km/L),0.00(%),0,0(%),4（L/h）,关闭/未激活,0.0L,0.0( km/L),9.20(%),0,驻车制动释放,17102.0L
5099,2017/3/9 11:00,2017/3/9 11:00,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.3（℃）,15,风扇关闭,14（%）,10.53(℃),101.0（kPa）,191.3（kPa）,30.0（℃）,0( kPa),0,压力正常,70.0（℃）,1,112578.8,0,7（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),5.20(%),0,驻车制动释放,17102.0L
5100,2017/3/9 11:00,2017/3/9 11:00,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.2（℃）,15,风扇关闭,9（%）,10.53(℃),101.0（kPa）,191.5（kPa）,30.0（℃）,0( kPa),0,压力正常,70.0（℃）,1,112578.8,0,5（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0,驻车制动释放,17102.0L
5101,2017/3/9 11:00,2017/3/9 11:00,600,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.2（℃）,15,风扇关闭,10（%）,10.54(℃),101.0（kPa）,191.6（kPa）,30.0（℃）,0( kPa),0,压力正常,70.0（℃）,1,112578.8,0,5（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5102,2017/3/9 11:00,2017/3/9 11:00,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.2（℃）,15,风扇关闭,10（%）,10.54(℃),101.0（kPa）,191.7（kPa）,30.0（℃）,0( kPa),0,压力正常,70.0（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5103,2017/3/9 11:00,2017/3/9 11:00,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.1（℃）,15,风扇关闭,10（%）,10.55(℃),101.0（kPa）,191.9（kPa）,30.0（℃）,0( kPa),0,压力正常,70.0（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5104,2017/3/9 11:00,2017/3/9 11:00,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.50L,0, 低怠速控制模式/无请求,68.1（℃）,15,风扇关闭,10（%）,10.55(℃),101.0（kPa）,192（kPa）,30（℃）,0( kPa),0,压力正常,70.0（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.00L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5105,2017/3/9 11:00,2017/3/9 11:00,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.1（℃）,15,风扇关闭,10（%）,10.55(℃),101.0（kPa）,192.1（kPa）,30.0（℃）,0( kPa),0,压力正常,70.0（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5106,2017/3/9 11:00,2017/3/9 11:00,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,10（%）,10.56(℃),101.0（kPa）,192.3（kPa）,30.0（℃）,0( kPa),0,压力正常,70.0（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5107,2017/3/9 11:00,2017/3/9 11:00,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68（℃）,15,风扇关闭,10（%）,10.5625(℃),101（kPa）,192.4（kPa）,30.0（℃）,0( kPa),0,压力正常,70（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5108,2017/3/9 11:00,2017/3/9 11:00,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,10（%）,10.58(℃),101.0（kPa）,192.5（kPa）,30.0（℃）,0( kPa),0,压力正常,70.0（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5109,2017/3/9 11:00,2017/3/9 11:00,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,10（%）,10.6(℃),101.0（kPa）,192.7（kPa）,30.0（℃）,0( kPa),0,压力正常,69.9（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5110,2017/3/9 11:00,2017/3/9 11:00,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,10（%）,10.62(℃),101.0（kPa）,192.8（kPa）,30.0（℃）,0( kPa),0,压力正常,69.9（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5111,2017/3/9 11:00,2017/3/9 11:00,600,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,10（%）,10.64(℃),101.0（kPa）,192.9（kPa）,30.0（℃）,0( kPa),0,压力正常,69.9（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5112,2017/3/9 11:00,2017/3/9 11:00,600,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,11（%）,10.66(℃),101.0（kPa）,193.1（kPa）,30.0（℃）,0( kPa),0,压力正常,69.8（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5113,2017/3/9 11:00,2017/3/9 11:00,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,11（%）,10.68(℃),101.0（kPa）,193.2（kPa）,30.0（℃）,0( kPa),0,压力正常,69.8（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5114,2017/3/9 11:00,2017/3/9 11:00,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,10（%）,10.7(℃),101.0（kPa）,193.3（kPa）,30.0（℃）,0( kPa),0,压力正常,69.8（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5115,2017/3/9 11:00,2017/3/9 11:00,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,10（%）,10.72(℃),101.0（kPa）,193.5（kPa）,30.0（℃）,0( kPa),0,压力正常,69.7（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5116,2017/3/9 11:00,2017/3/9 11:00,600,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,10（%）,10.73(℃),101.0（kPa）,193.6（kPa）,30.0（℃）,0( kPa),0,压力正常,69.7（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5117,2017/3/9 11:00,2017/3/9 11:00,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,10（%）,10.75(℃),101.0（kPa）,193.7（kPa）,30.0（℃）,0( kPa),0,压力正常,69.7（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5118,2017/3/9 11:00,2017/3/9 11:00,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,10（%）,10.77(℃),101.0（kPa）,193.9（kPa）,30.0（℃）,0( kPa),0,压力正常,69.6（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5119,2017/3/9 11:00,2017/3/9 11:00,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,10（%）,10.79(℃),101.0（kPa）,194.0（kPa）,30.0（℃）,0( kPa),0,压力正常,69.6（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5120,2017/3/9 11:00,2017/3/9 11:00,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,10（%）,10.81(℃),101.0（kPa）,194.1（kPa）,30.0（℃）,0( kPa),0,压力正常,69.6（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5121,2017/3/9 11:00,2017/3/9 11:00,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,10（%）,10.83(℃),101.0（kPa）,194.3（kPa）,30.0（℃）,0( kPa),0,压力正常,69.5（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5122,2017/3/9 11:00,2017/3/9 11:00,600,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,10（%）,10.85(℃),101.0（kPa）,194.4（kPa）,30.0（℃）,0( kPa),0,压力正常,69.5（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5123,2017/3/9 11:00,2017/3/9 11:00,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,10（%）,10.87(℃),101.0（kPa）,194.5（kPa）,30.0（℃）,0( kPa),0,压力正常,69.5（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5124,2017/3/9 11:00,2017/3/9 11:00,600,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,10（%）,10.89(℃),101.0（kPa）,194.7（kPa）,30.0（℃）,0( kPa),0,压力正常,69.4（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5125,2017/3/9 10:59,2017/3/9 11:00,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,10（%）,10.91(℃),101.0（kPa）,194.8（kPa）,30.0（℃）,0( kPa),0,压力正常,69.4（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5126,2017/3/9 10:59,2017/3/9 11:00,600,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,10（%）,10.92(℃),101.0（kPa）,194.9（kPa）,30.0（℃）,0( kPa),0,压力正常,69.4（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5127,2017/3/9 10:59,2017/3/9 11:00,600,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,10（%）,10.94(℃),101.0（kPa）,195.1（kPa）,30.0（℃）,0( kPa),0,压力正常,69.3（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5128,2017/3/9 10:59,2017/3/9 11:00,600,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,10（%）,10.96(℃),101.0（kPa）,195.2（kPa）,30.0（℃）,0( kPa),0,压力正常,69.3（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5129,2017/3/9 10:59,2017/3/9 11:00,600,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,11（%）,10.98(℃),101.0（kPa）,195.3（kPa）,30.0（℃）,0( kPa),0,压力正常,69.3（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5130,2017/3/9 10:59,2017/3/9 11:00,600,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,11（%）,11.0(℃),101.0（kPa）,195.5（kPa）,30.0（℃）,0( kPa),0,压力正常,69.2（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5131,2017/3/9 10:59,2017/3/9 10:59,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,11（%）,11.02(℃),101.0（kPa）,195.6（kPa）,30.0（℃）,0( kPa),0,压力正常,69.2（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5132,2017/3/9 10:59,2017/3/9 10:59,600,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,11（%）,11.04(℃),101.0（kPa）,195.7（kPa）,30.0（℃）,0( kPa),0,压力正常,69.2（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5133,2017/3/9 10:59,2017/3/9 10:59,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.5L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,12（%）,11.06(℃),101.0（kPa）,195.9（kPa）,30.0（℃）,0( kPa),0,压力正常,69.1（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.0L
5134,2017/3/9 10:59,2017/3/9 10:59,580,0,正北,25,120.314826,37.663183,112578.8,,限制未激活,109.50L,0, 低怠速控制模式/无请求,68.0（℃）,15,风扇关闭,11（%）,11.08(℃),101.0（kPa）,196（kPa）,30（℃）,0( kPa),0,压力正常,69.1（℃）,0,112578.8,0,6（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.00L,0.0( km/L),0.00(%),0, 驻车制动有效,17102.00L
